transitionVersion,project,medianInsertions,medianDeletions,medianFiles,medianChanges,medianNumberOfCodeFiles,medianNumberOfCodeFilesChanges,medianMedianDepthCodeFiles,totalCommits,totalChanges,totalNumberOfCodeFilesChanges,totalNumberOfTestFilesChanges,changesPerCommit,codeChangesPerCommit,testChangesPerCommit,countCommitsWithTests,testCommitRatio,totalCommitters,countLowContributors
13,habitica,6,3,1,11,1,3,3,456,27103,15250,213,59.43640350877193,33.44298245614035,0.46710526315789475,13,0.02850877192982456,15,7
14,habitica,8,4,2,14,1,4,2.5,353,52412,24865,125,148.47592067988668,70.43909348441926,0.35410764872521244,5,0.014164305949008499,20,13
15,habitica,5,3,1,8,1,2,2,421,62370,11214,4296,148.14726840855107,26.636579572446557,10.204275534441805,57,0.13539192399049882,23,15
16,habitica,6,3,1,12,0,0,2.5,527,269198,117671,684,510.8121442125237,223.28462998102466,1.2979127134724857,21,0.03984819734345351,21,14
17,habitica,4,3,1,8,0,0,2,161,63086,15469,75,391.83850931677017,96.0807453416149,0.4658385093167702,7,0.043478260869565216,16,7
18,habitica,7,3,1,12,0,0,2,137,153893,40366,88,1123.3065693430658,294.64233576642334,0.6423357664233577,3,0.021897810218978103,14,6
19,habitica,5,3,1,8,0,0,2,207,49525,14951,89,239.2512077294686,72.22705314009661,0.42995169082125606,7,0.033816425120772944,12,4
20,habitica,6,3,1,10,0,0,2,83,29159,1126,13,351.31325301204816,13.566265060240964,0.1566265060240964,1,0.012048192771084338,16,6
21,habitica,8,4,1,12.5,0,0,2.25,118,53643,1237,116,454.60169491525426,10.483050847457626,0.9830508474576272,4,0.03389830508474576,16,7
22,habitica,6,2,1,9,0,0,3,119,66836,3970,55,561.6470588235294,33.36134453781513,0.46218487394957986,5,0.04201680672268908,21,15
23,habitica,6,3,1,10.5,0,0,3,206,32266,7009,1842,156.63106796116506,34.02427184466019,8.941747572815533,6,0.02912621359223301,11,7
24,habitica,5,4,1,10,1,2,3,148,102899,60192,16,695.2635135135135,406.7027027027027,0.10810810810810811,2,0.013513513513513514,19,14
2,rails,6,3,1,11,1,4,4,652,32348,17412,11522,49.61349693251534,26.70552147239264,17.671779141104295,290,0.4447852760736196,74,41
3,rails,4,2,1,7,1,2,4,668,21445,7746,12492,32.10329341317365,11.595808383233534,18.70059880239521,288,0.4311377245508982,83,42
4,rails,6,2,1,11,1,4,5,436,40384,18258,5764,92.62385321100918,41.87614678899082,13.220183486238533,181,0.4151376146788991,68,35
5,rails,4,2,1,8,1,2,4,681,18733,11415,5633,27.508076358296623,16.762114537444933,8.27165932452276,245,0.35976505139500736,65,30
6,rails,7,3,1,12,1,4,5,495,16218,5541,3199,32.763636363636365,11.193939393939393,6.462626262626262,164,0.33131313131313134,52,22
7,rails,6,2,1,10,1,4,5,339,12273,8875,3107,36.203539823008846,26.179941002949853,9.165191740412979,144,0.4247787610619469,73,35
8,rails,5,3,1,10,1,4,5,438,15955,8777,4299,36.426940639269404,20.038812785388128,9.815068493150685,184,0.4200913242009132,79,39
9,rails,8,2,1,13,1,2,5,302,8890,3065,5005,29.43708609271523,10.149006622516556,16.572847682119207,159,0.5264900662251656,61,28
10,rails,5,2,1,11,1,4,5,652,42796,30930,9192,65.63803680981596,47.438650306748464,14.098159509202453,242,0.37116564417177916,90,46
11,rails,4,2,1,7,1,2,5,620,16545,5529,7319,26.68548387096774,8.917741935483871,11.80483870967742,252,0.4064516129032258,127,70
12,rails,4,2,1,7,1,2,5,449,7579,3074,2546,16.879732739420934,6.846325167037862,5.6703786191536745,151,0.3363028953229399,95,45
13,rails,4,2,1,7,0,0,5,423,8253,2356,2282,19.51063829787234,5.569739952718676,5.3947990543735225,141,0.3333333333333333,117,60
14,rails,4,2,1,8,0,0,5,485,11694,5583,2635,24.111340206185567,11.511340206185567,5.43298969072165,147,0.3030927835051546,118,61
15,rails,5.5,2,1,9,0,0,5,324,8156,3152,2728,25.17283950617284,9.728395061728396,8.419753086419753,149,0.45987654320987653,88,51
16,rails,3,1,1,6,0,0,5,293,6217,1654,2131,21.218430034129693,5.645051194539249,7.273037542662116,106,0.36177474402730375,79,41
17,rails,5,2,1,10,1,2,5,450,50354,8475,5313,111.89777777777778,18.833333333333332,11.806666666666667,166,0.3688888888888889,88,43
18,rails,5,3,1,12,1,3,5,569,24860,14544,7570,43.69068541300527,25.560632688927942,13.304042179261863,259,0.45518453427065025,96,50
19,rails,5,3,1,10,1,2,5,681,20852,7435,11819,30.619676945668136,10.917767988252569,17.355359765051396,312,0.4581497797356828,121,71
20,rails,6,2,1,10,1,2,5,357,11759,4058,5700,32.938375350140056,11.366946778711485,15.966386554621849,153,0.42857142857142855,105,60
21,rails,4,1,1,9,1,2,5,469,22017,7439,9295,46.94456289978678,15.861407249466952,19.818763326226012,202,0.43070362473347545,131,84
22,rails,4,2,1,8,1,2,5,468,15542,6322,6710,33.20940170940171,13.508547008547009,14.337606837606838,173,0.3696581196581197,119,61
23,rails,6,2,1,10,1,3,5,767,21482,11092,7222,28.00782268578879,14.461538461538462,9.415906127770535,254,0.33116036505867014,141,87
24,rails,7,2,1,12,1,2,4.5,379,13667,5866,4850,36.06068601583114,15.477572559366754,12.796833773087071,162,0.42744063324538256,100,63
2,fog,7,2,2,12,1,6,6,220,15064,11343,3198,68.47272727272727,51.55909090909091,14.536363636363637,82,0.37272727272727274,30,17
3,fog,5,1,1,6.5,1,5,6,106,5351,3748,1512,50.4811320754717,35.35849056603774,14.264150943396226,15,0.14150943396226415,24,15
4,fog,10,2,2,15,1,5,6,156,6980,3427,2307,44.743589743589745,21.96794871794872,14.788461538461538,55,0.3525641025641026,27,14
5,fog,5,2,1,8,1,4,6,91,2575,1853,471,28.296703296703296,20.36263736263736,5.175824175824176,27,0.2967032967032967,26,18
6,fog,8,3,1,19,1,10,6,114,6123,3388,1893,53.71052631578947,29.719298245614034,16.605263157894736,37,0.32456140350877194,26,15
7,fog,7,2,1,10,1,3.5,6,132,7639,4743,2334,57.871212121212125,35.93181818181818,17.681818181818183,52,0.3939393939393939,24,11
8,fog,9,2,2,16,1,5,6,171,16321,11935,3775,95.44444444444444,69.7953216374269,22.076023391812864,79,0.4619883040935672,30,14
9,fog,16,2,2,20,1,13,6,251,22635,18228,3876,90.1792828685259,72.62151394422311,15.442231075697212,76,0.30278884462151395,52,31
10,fog,3,1,1,6,1,3,5,128,9846,8725,1069,76.921875,68.1640625,8.3515625,25,0.1953125,40,20
11,fog,8,2,2,14,1,5,6,147,20859,15872,4931,141.89795918367346,107.97278911564626,33.54421768707483,54,0.3673469387755102,34,13
12,fog,8,1,1,11,1,3,6,103,3654,2354,988,35.47572815533981,22.854368932038835,9.592233009708737,33,0.32038834951456313,37,19
13,fog,8,2,1,10,1,4,6,106,3706,2691,932,34.9622641509434,25.38679245283019,8.79245283018868,44,0.41509433962264153,39,22
14,fog,9,1,2,11,1,5,6,131,10138,7556,2181,77.38931297709924,57.6793893129771,16.64885496183206,51,0.3893129770992366,31,15
15,fog,6,2,1,10,1,7,6,83,4586,3553,1014,55.25301204819277,42.80722891566265,12.216867469879517,16,0.1927710843373494,27,12
16,fog,10.5,2,1,15.5,1,6.5,6,114,7152,5392,1166,62.73684210526316,47.29824561403509,10.228070175438596,40,0.3508771929824561,33,17
17,fog,7,3,1,14,1,6,6,145,74784,12957,1881,515.751724137931,89.35862068965517,12.972413793103449,51,0.35172413793103446,37,20
18,fog,17,4,2,27.5,1,9,6,254,42658,16205,4666,167.9448818897638,63.7992125984252,18.37007874015748,70,0.2755905511811024,30,16
19,fog,6.5,2,2,10.5,1,7,6,148,15513,11145,3510,104.81756756756756,75.30405405405405,23.716216216216218,55,0.3716216216216216,28,15
20,fog,6,1,1,11,1,5,6,215,17876,12386,3015,83.14418604651163,57.609302325581396,14.023255813953488,49,0.22790697674418606,42,26
21,fog,8.5,1,1,12,1,6,6,152,7005,5121,1355,46.08552631578947,33.69078947368421,8.914473684210526,50,0.32894736842105265,29,13
22,fog,12.5,2,2,24,1.5,12,6,128,12214,10150,1659,95.421875,79.296875,12.9609375,35,0.2734375,34,18
23,fog,6,2,1,10,1,6,6,217,12186,10237,1318,56.15668202764977,47.175115207373274,6.073732718894009,35,0.16129032258064516,34,19
24,fog,9,3,1,15,1,5,6,223,13135,9119,2565,58.90134529147982,40.89237668161435,11.502242152466367,82,0.36771300448430494,37,24
2,refinerycms,3,3,2,12,0,0,5,159,12596,5057,2339,79.22012578616352,31.80503144654088,14.71069182389937,47,0.29559748427672955,13,8
3,refinerycms,4,3,1,11,1,2,6,120,5433,2960,455,45.275,24.666666666666668,3.7916666666666665,21,0.175,11,7
4,refinerycms,2,2,1,6,1,2,5,113,4015,1414,657,35.530973451327434,12.513274336283185,5.814159292035399,23,0.20353982300884957,15,11
5,refinerycms,2,2,1,6,1,3,6,157,4955,3203,1275,31.56050955414013,20.401273885350317,8.121019108280255,41,0.2611464968152866,10,4
6,refinerycms,4,3,1,8,1,4,6,276,20964,16415,2941,75.95652173913044,59.47463768115942,10.655797101449275,72,0.2608695652173913,23,13
7,refinerycms,3,2,1,6,1,2,5.5,251,7646,3190,890,30.46215139442231,12.709163346613545,3.545816733067729,37,0.14741035856573706,30,22
8,refinerycms,3,2,1,6,0,0,5,139,1957,913,293,14.079136690647482,6.568345323741007,2.1079136690647484,27,0.19424460431654678,19,13
9,refinerycms,2,2,1,4,0,0,6,79,1258,724,251,15.924050632911392,9.164556962025317,3.1772151898734178,12,0.1518987341772152,13,8
10,refinerycms,4,3,1,8,0.5,0.5,5,70,1597,831,416,22.814285714285713,11.871428571428572,5.942857142857143,23,0.32857142857142857,16,9
11,refinerycms,4.5,2,1,8.5,1,2,5,48,1416,772,369,29.5,16.083333333333332,7.6875,10,0.20833333333333334,14,9
12,refinerycms,7,2,1,13,0.5,1,5,60,1896,875,587,31.6,14.583333333333334,9.783333333333333,17,0.2833333333333333,12,7
13,refinerycms,5,2.5,1,11,1,4,6,70,2863,1643,303,40.9,23.47142857142857,4.328571428571428,12,0.17142857142857143,16,10
14,refinerycms,2,1,2,5,0,0,6,21,1582,135,83,75.33333333333333,6.428571428571429,3.9523809523809526,2,0.09523809523809523,6,4
15,refinerycms,3.5,2,1,6,0,0,5,34,1708,201,367,50.23529411764706,5.911764705882353,10.794117647058824,8,0.23529411764705882,14,8
16,refinerycms,3,2,1,5,1,2,5,52,2259,959,333,43.44230769230769,18.442307692307693,6.403846153846154,12,0.23076923076923078,12,9
17,refinerycms,3,2,1,6.5,0.5,1,5,44,1192,668,255,27.09090909090909,15.181818181818182,5.795454545454546,4,0.09090909090909091,11,5
18,refinerycms,2.5,1,1,5.5,0,0,5.5,30,870,123,153,29,4.1,5.1,4,0.13333333333333333,13,8
19,refinerycms,2,1,1,4,1,2,6,17,741,689,43,43.588235294117645,40.529411764705884,2.5294117647058822,3,0.17647058823529413,8,4
20,refinerycms,5,1,1,8,1,2,5,15,276,167,84,18.4,11.133333333333333,5.6,6,0.4,7,6
21,refinerycms,9,2,1,12,0,0,5,14,799,94,40,57.07142857142857,6.714285714285714,2.857142857142857,4,0.2857142857142857,7,5
22,refinerycms,3,2,1,6,0,0,5,39,895,389,287,22.94871794871795,9.974358974358974,7.358974358974359,12,0.3076923076923077,8,5
23,refinerycms,4,2.5,1,8.5,0.5,0.5,4.5,42,3142,2348,345,74.80952380952381,55.904761904761905,8.214285714285714,9,0.21428571428571427,7,6
24,refinerycms,2,2,1,5,0,0,5.5,75,968,363,152,12.906666666666666,4.84,2.026666666666667,7,0.09333333333333334,14,13
2,generator-jhipster,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
3,generator-jhipster,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
4,generator-jhipster,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
5,generator-jhipster,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
6,generator-jhipster,12,2,1,20,0,0,8,26,11044,1690,49,424.7692307692308,65,1.8846153846153846,1,0.038461538461538464,2,
7,generator-jhipster,3,1,1,6,1,1,7,97,4118,2267,127,42.45360824742268,23.371134020618555,1.309278350515464,3,0.030927835051546393,6,3
8,generator-jhipster,4,3,1,9,1,2,8,112,8804,4791,206,78.60714285714286,42.776785714285715,1.8392857142857142,8,0.07142857142857142,11,8
9,generator-jhipster,4,2,1,8,0,0,7,55,2726,1034,46,49.56363636363636,18.8,0.8363636363636363,2,0.03636363636363636,4,2
10,generator-jhipster,3,2,1,5,1,2,8,136,6736,4825,506,49.529411764705884,35.47794117647059,3.7205882352941178,13,0.09558823529411764,5,2
11,generator-jhipster,5,3,1,8,1,2,8,105,18978,9921,146,180.74285714285713,94.48571428571428,1.3904761904761904,5,0.047619047619047616,12,7
12,generator-jhipster,2,1,1,4.5,0.5,0.5,7,58,1492,767,36,25.724137931034484,13.224137931034482,0.6206896551724138,1,0.017241379310344827,15,9
13,generator-jhipster,3,2,1,6,1,2,7,133,6302,3344,296,47.38345864661654,25.142857142857142,2.225563909774436,14,0.10526315789473684,12,6
14,generator-jhipster,2,2,1,4,1,2,8,51,1260,508,32,24.705882352941178,9.96078431372549,0.6274509803921569,6,0.11764705882352941,10,5
15,generator-jhipster,3,2,1,5.5,0,0,7.5,54,2092,452,0,38.74074074074074,8.37037037037037,0,0,0,12,9
16,generator-jhipster,3,3,1,5,1,5,7,27,416,374,0,15.407407407407407,13.851851851851851,0,0,0,9,6
17,generator-jhipster,2,2,1,4,1,2,8,184,6554,3925,99,35.619565217391305,21.331521739130434,0.5380434782608695,8,0.043478260869565216,12,8
18,generator-jhipster,2,3,1,7,1,1,3,90,4493,1307,91,49.922222222222224,14.522222222222222,1.011111111111111,7,0.07777777777777778,13,9
19,generator-jhipster,3,3,1,6,1,2,8,125,12111,8564,767,96.888,68.512,6.136,12,0.096,10,6
20,generator-jhipster,6,4,1,11,1,4,7.75,117,14849,3865,537,126.91452991452991,33.034188034188034,4.589743589743589,20,0.17094017094017094,21,13
21,generator-jhipster,4,2,1,8,1,4,7,87,4679,2199,338,53.7816091954023,25.275862068965516,3.8850574712643677,8,0.09195402298850575,13,5
22,generator-jhipster,5,3,1,8,1,2,7,95,4926,2599,206,51.85263157894737,27.357894736842105,2.168421052631579,6,0.06315789473684211,23,17
23,generator-jhipster,3,2,1,6,1,1,7,107,3494,1071,507,32.654205607476634,10.009345794392523,4.738317757009346,10,0.09345794392523364,17,11
24,generator-jhipster,6,2,1,9,1,1,8,95,3048,1293,198,32.084210526315786,13.610526315789473,2.0842105263157893,7,0.07368421052631578,20,15
2,pyrocms,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
3,pyrocms,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
4,pyrocms,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
5,pyrocms,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
6,pyrocms,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
7,pyrocms,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
8,pyrocms,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
9,pyrocms,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
10,pyrocms,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
11,pyrocms,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
12,pyrocms,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
13,pyrocms,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
14,pyrocms,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
15,pyrocms,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
16,pyrocms,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
17,pyrocms,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
18,pyrocms,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
19,pyrocms,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
20,pyrocms,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
21,pyrocms,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
22,pyrocms,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
23,pyrocms,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
24,pyrocms,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
2,django-cms,4,3,2,14,1,3,3,13,9173,8755,198,705.6153846153846,673.4615384615385,15.23076923076923,5,0.38461538461538464,8,3
3,django-cms,4,2,1,8,1,2,3,131,47211,6278,970,360.3893129770992,47.9236641221374,7.404580152671755,22,0.16793893129770993,12,4
4,django-cms,5,2,1,8,0,0,3,45,1148,322,427,25.511111111111113,7.155555555555556,9.488888888888889,13,0.28888888888888886,12,7
5,django-cms,2,1,1,4,0,0,3,47,1773,205,520,37.723404255319146,4.361702127659575,11.063829787234043,12,0.2553191489361702,14,8
6,django-cms,3,1,1,4,0,0,3,13,113,26,59,8.692307692307692,2,4.538461538461538,2,0.15384615384615385,7,3
7,django-cms,21,6,1,33.5,1,2,3,36,3623,575,2771,100.63888888888889,15.972222222222221,76.97222222222223,16,0.4444444444444444,7,3
8,django-cms,5,4,1,12.5,1,2,2.5,16,2919,226,2681,182.4375,14.125,167.5625,9,0.5625,5,1
9,django-cms,2.5,2,1,4,1,3,3,24,186,130,22,7.75,5.416666666666667,0.9166666666666666,2,0.08333333333333333,10,5
10,django-cms,3,1,1,6,1,4,3,9,101,45,41,11.222222222222221,5,4.555555555555555,2,0.2222222222222222,4,
11,django-cms,339,236,1.5,575,0,0,NaN,2,1150,0,1148,575,0,574,2,1,2,1
12,django-cms,4,1,1,4,1,3,5,5,524,23,501,104.8,4.6,100.2,3,0.6,3,1
13,django-cms,3,1,1,4,0,0,3,147,6978,2394,2590,47.46938775510204,16.285714285714285,17.61904761904762,27,0.1836734693877551,23,14
14,django-cms,4,1,1,8,0,0,2.75,36,14968,86,172,415.77777777777777,2.388888888888889,4.777777777777778,14,0.3888888888888889,10,5
15,django-cms,9.5,2,1,17.5,1,2,3,152,8555,3104,1842,56.2828947368421,20.42105263157895,12.118421052631579,47,0.3092105263157895,15,7
16,django-cms,12,2,1,16,0,0,3,43,109565,39181,409,2548.0232558139537,911.1860465116279,9.511627906976743,10,0.23255813953488372,8,2
17,django-cms,16,4.5,2,29.5,1,4.5,3,92,39225,28571,3301,426.35869565217394,310.55434782608694,35.880434782608695,39,0.42391304347826086,14,3
18,django-cms,5,2,1,6,1,2,3,71,3729,1765,1277,52.521126760563384,24.859154929577464,17.985915492957748,25,0.352112676056338,11,4
19,django-cms,7,2,1,14,1,2,3,79,5216,2265,2724,66.0253164556962,28.670886075949365,34.48101265822785,38,0.4810126582278481,9,3
20,django-cms,5.5,2,1,8,1,2,3,52,64963,838,432,1249.2884615384614,16.115384615384617,8.307692307692308,15,0.28846153846153844,7,3
21,django-cms,6.5,3.5,1,8.5,0,0,3,12,592,68,184,49.333333333333336,5.666666666666667,15.333333333333334,5,0.4166666666666667,9,2
22,django-cms,14,2,1.5,14.5,1,2,3,14,12543,65,150,895.9285714285714,4.642857142857143,10.714285714285714,6,0.42857142857142855,4,1
23,django-cms,8,2,1,11,1,2,3,87,38509,2059,1563,442.632183908046,23.666666666666668,17.96551724137931,32,0.367816091954023,9,3
24,django-cms,8,4,2,14.5,1,4,3,268,26593,17332,2688,99.2276119402985,64.67164179104478,10.029850746268657,65,0.24253731343283583,16,9
2,salt,7.5,1,1,12,1,6,2,282,12644,5323,8,44.836879432624116,18.875886524822697,0.028368794326241134,1,0.0035460992907801418,3,
3,salt,9,1,1,10.5,1,4.5,3,128,2912,2038,10,22.75,15.921875,0.078125,1,0.0078125,5,2
4,salt,12,1,1,14,1,5,2,139,7085,3113,236,50.97122302158273,22.39568345323741,1.6978417266187051,5,0.03597122302158273,7,3
5,salt,6,2,1,10,1,4.5,2,84,6530,3131,239,77.73809523809524,37.273809523809526,2.8452380952380953,2,0.023809523809523808,3,
6,salt,6,2,1,8,1,6,3,85,2589,2045,0,30.458823529411763,24.058823529411764,0,0,0,7,3
7,salt,9,1,1,15,1,11,3,114,28751,24118,344,252.2017543859649,211.56140350877192,3.017543859649123,2,0.017543859649122806,3,1
8,salt,8,4,1,13,1,4,3,231,23108,9248,56,100.03463203463204,40.03463203463203,0.24242424242424243,3,0.012987012987012988,15,8
9,salt,8,3,1,15,1,9.5,3,198,15241,5170,11,76.97474747474747,26.11111111111111,0.05555555555555555,1,0.005050505050505051,18,10
10,salt,6,2,1,10,1,5,3,341,26747,7116,295,78.43695014662757,20.868035190615835,0.8651026392961877,5,0.01466275659824047,23,9
11,salt,7,1,1,11,1,4,3,274,12984,6440,1213,47.386861313868614,23.503649635036496,4.427007299270073,22,0.08029197080291971,27,8
12,salt,6,1,1,10,1,5,3,526,27529,11410,44,52.336501901140686,21.692015209125476,0.08365019011406843,6,0.011406844106463879,29,14
13,salt,7,1,1,10,1,6,3,390,9599,7418,1544,24.612820512820512,19.02051282051282,3.958974358974359,58,0.14871794871794872,25,15
14,salt,7,1,1,10,1,2,3,341,11398,4541,1938,33.42521994134897,13.316715542521994,5.683284457478006,65,0.1906158357771261,37,19
15,salt,6,1,1,7,1,2,3,380,20762,6433,1209,54.636842105263156,16.928947368421053,3.181578947368421,36,0.09473684210526316,33,18
16,salt,6,2,1,9,1,5,3,423,17264,8563,1551,40.81323877068558,20.243498817966902,3.6666666666666665,40,0.09456264775413711,49,26
17,salt,5,1,1,8,1,5,3,371,14522,8702,891,39.142857142857146,23.455525606469003,2.4016172506738545,31,0.08355795148247978,44,23
18,salt,6,1,1,10,1,3,3,297,7322,4442,1415,24.653198653198654,14.956228956228957,4.764309764309765,47,0.15824915824915825,38,13
19,salt,5,1,1,8,1,2,3,535,20342,10990,1833,38.02242990654206,20.542056074766354,3.426168224299065,71,0.13271028037383178,45,24
20,salt,6,2,1,9.5,1,5,3,956,46548,26455,4112,48.69037656903766,27.672594142259413,4.301255230125523,92,0.09623430962343096,61,30
21,salt,6,2,1,10,1,4,3,586,25127,11408,4009,42.87883959044368,19.467576791808874,6.841296928327645,65,0.11092150170648464,56,30
22,salt,5,2,1,9,1,6,3,863,29730,18759,1146,34.449594438006955,21.7369640787949,1.3279258400926999,50,0.05793742757821553,46,25
23,salt,5,2,1,8,1,4,3,810,27605,13151,1348,34.08024691358025,16.235802469135802,1.6641975308641976,49,0.06049382716049383,62,32
24,salt,5,1,1,8,1,5,3,733,41005,26737,585,55.941336971350616,36.47612551159618,0.7980900409276944,20,0.027285129604365622,77,52
2,dropwizard,2.5,1.5,2,4,0,0,9,26,476,304,82,18.307692307692307,11.692307692307692,3.1538461538461537,5,0.19230769230769232,7,5
3,dropwizard,7.5,2,1,9.5,0,0,9,56,2744,1573,892,49,28.089285714285715,15.928571428571429,10,0.17857142857142858,7,5
4,dropwizard,5,2,1,11,1,4,9,39,800,444,135,20.512820512820515,11.384615384615385,3.4615384615384617,9,0.23076923076923078,12,8
5,dropwizard,5,1,1,10,0,0,9,52,1091,527,296,20.98076923076923,10.134615384615385,5.6923076923076925,14,0.2692307692307692,9,7
6,dropwizard,2,1,1,4,0,0,NaN,5,20,0,12,4,0,2.4,2,0.4,4,1
7,dropwizard,10,3,2,20,1,8,9,113,13086,7162,4669,115.80530973451327,63.38053097345133,41.31858407079646,35,0.30973451327433627,13,10
8,dropwizard,10,4,2,20,1,5,9,139,11459,6275,4093,82.43884892086331,45.143884892086334,29.446043165467625,57,0.41007194244604317,11,8
9,dropwizard,3.5,2,1.5,5.5,0,0,9,44,723,310,178,16.431818181818183,7.045454545454546,4.045454545454546,8,0.18181818181818182,12,10
10,dropwizard,2.5,1,2,8,0,0,9,6,145,70,0,24.166666666666668,11.666666666666666,0,0,0,3,2
11,dropwizard,2,1,1,4,0,0,9,30,463,177,220,15.433333333333334,5.9,7.333333333333333,4,0.13333333333333333,11,8
12,dropwizard,2,2,2,4,0,0,9,36,2394,1308,693,66.5,36.333333333333336,19.25,9,0.25,6,3
13,dropwizard,14,10,2,32,1,11,9,37,3471,2678,657,93.8108108108108,72.37837837837837,17.756756756756758,14,0.3783783783783784,13,8
14,dropwizard,17,7,3,32,1,10,9,175,23877,15771,4877,136.44,90.12,27.86857142857143,85,0.4857142857142857,8,3
